Industry,Location,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Experience_Years,Productivity_Gain_Percent
Healthcare,Japan,ChatGPT,861.0,11.0,1.0,57.36
Media,US,GitHub Copilot,1571.0,8.0,1.0,56.52
Manufacturing,Japan,Jasper,856.0,10.0,6.0,54.77
Manufacturing,Brazil,TensorFlow,275.0,9.0,8.0,54.7
Technology,UK,Jasper,3478.0,8.0,8.0,70.85
Retail,Australia,ChatGPT,653.0,15.0,2.0,54.75
Media,Canada,Tableau,554.0,9.0,3.0,52.11
Technology,Brazil,Midjourney,467.0,6.0,5.0,65.49
Legal,India,Salesforce Einstein,659.0,10.0,0.0,43.93
Finance,UK,ChatGPT,992.0,6.0,3.0,62.11
Retail,UK,Midjourney,4036.0,11.0,5.0,59.91
Education,India,Notion AI,585.0,4.0,4.0,41.7
Healthcare,UK,Tableau,1260.0,15.0,0.0,50.67
Legal,India,Salesforce Einstein,57.0,13.0,1.0,
Technology,Brazil,Midjourney,999.0,14.0,2.0,58.85
Media,Japan,Tableau,582.0,9.0,4.0,63.97
Media,Japan,Notion AI,5507.0,17.0,4.0,68.84
Finance,Brazil,GitHub Copilot,228.0,13.0,6.0,60.3
Manufacturing,Germany,TensorFlow,1496.0,13.0,8.0,55.3
Manufacturing,Australia,TensorFlow,441.0,12.0,3.0,48.03
Media,Australia,GitHub Copilot,1020.0,10.0,0.0,58.53
Retail,Japan,Notion AI,512.0,11.0,1.0,50.04
Technology,Brazil,Notion AI,932.0,11.0,0.0,58.85
Finance,Australia,Midjourney,1563.0,7.0,2.0,55.55
Technology,UK,Notion AI,2826.0,10.0,0.0,58.05
Manufacturing,Canada,TensorFlow,1367.0,12.0,0.0,47.91
Legal,Australia,GitHub Copilot,284.0,6.0,6.0,45.19
Retail,UK,Salesforce Einstein,289.0,16.0,2.0,63.2
Education,India,ChatGPT,1178.0,11.0,2.0,58.29
Retail,UK,Salesforce Einstein,463.0,7.0,4.0,45.29
Retail,US,TensorFlow,2094.0,11.0,5.0,62.72
Media,UK,TensorFlow,226.0,10.0,3.0,54.1
Healthcare,Japan,Notion AI,2477.0,10.0,5.0,61.01
Education,Australia,Midjourney,2610.0,9.0,6.0,59.11
Healthcare,Japan,Jasper,272.0,7.0,4.0,53.55
Manufacturing,UK,ChatGPT,143.0,13.0,8.0,52.56
Media,Canada,TensorFlow,1651.0,11.0,0.0,54.27
Legal,Germany,GitHub Copilot,4471.0,11.0,4.0,57.0
Manufacturing,Australia,Midjourney,254.0,6.0,4.0,51.98
Retail,UK,Midjourney,1205.0,9.0,0.0,55.97
Manufacturing,India,GitHub Copilot,269.0,8.0,3.0,44.48
Manufacturing,US,Notion AI,14138.0,21.0,4.0,74.27
Manufacturing,UK,Tableau,1156.0,9.0,3.0,44.02
Media,Brazil,Notion AI,1765.0,11.0,2.0,55.13
Technology,UK,ChatGPT,287.0,12.0,5.0,63.27
Technology,Australia,Notion AI,11368.0,14.0,8.0,75.42
Healthcare,Brazil,Jasper,685.0,10.0,2.0,49.34
Technology,India,Tableau,9199.0,7.0,2.0,56.61
Healthcare,US,GitHub Copilot,9383.0,11.0,3.0,59.72
Legal,Germany,Notion AI,4602.0,14.0,5.0,55.49
Retail,India,Midjourney,46.0,11.0,1.0,48.86
Healthcare,Germany,Tableau,453.0,13.0,3.0,50.61
Manufacturing,India,GitHub Copilot,518.0,14.0,3.0,63.38
Healthcare,Japan,Midjourney,1035.0,12.0,4.0,65.47
Finance,Australia,Notion AI,501.0,11.0,3.0,56.39
Manufacturing,Australia,ChatGPT,1582.0,13.0,6.0,55.89
Retail,Germany,GitHub Copilot,2754.0,14.0,3.0,65.9
Healthcare,Germany,Midjourney,2287.0,9.0,4.0,68.43
Media,UK,TensorFlow,929.0,8.0,0.0,50.96
Healthcare,US,Jasper,2878.0,15.0,3.0,54.48
Media,Australia,Tableau,194.0,12.0,8.0,61.68
Finance,Australia,Notion AI,1012.0,15.0,8.0,59.02
Healthcare,Brazil,ChatGPT,539.0,13.0,7.0,62.65
Manufacturing,Japan,Salesforce Einstein,3689.0,14.0,2.0,49.2
Manufacturing,Japan,,315.0,11.0,2.0,45.68
Education,Brazil,Midjourney,2307.0,,2.0,65.44
Media,Japan,GitHub Copilot,572.0,9.0,2.0,54.49
Finance,UK,Midjourney,1456.0,9.0,2.0,55.16
Retail,Japan,Salesforce Einstein,2528.0,6.0,1.0,51.37
Healthcare,Brazil,GitHub Copilot,660.0,15.0,4.0,52.64
Media,,Tableau,1052.0,14.0,0.0,60.07
Technology,US,Jasper,420.0,10.0,3.0,52.95
Finance,US,Midjourney,536.0,16.0,6.0,65.72
Retail,Japan,Midjourney,302.0,11.0,,49.49
Education,US,Midjourney,252.0,17.0,3.0,61.72
Education,Australia,GitHub Copilot,236.0,13.0,6.0,62.0
Education,Canada,Midjourney,1229.0,14.0,0.0,65.36
Technology,India,ChatGPT,38.0,16.0,0.0,52.69
Healthcare,India,GitHub Copilot,240.0,14.0,0.0,52.42
Manufacturing,Australia,Notion AI,798.0,9.0,5.0,53.0
Manufacturing,UK,Midjourney,779.0,13.0,7.0,61.37
Technology,Japan,Jasper,89.0,9.0,2.0,47.09
Healthcare,Germany,Jasper,992.0,12.0,1.0,47.78
Healthcare,Canada,Jasper,,6.0,6.0,53.91
Technology,Brazil,ChatGPT,853.0,14.0,2.0,62.81
Media,Canada,Midjourney,1980.0,11.0,0.0,50.84
,US,Notion AI,868.0,17.0,4.0,56.16
Education,Brazil,TensorFlow,4342.0,13.0,4.0,63.78
Manufacturing,India,,1945.0,13.0,5.0,54.64
Media,US,Notion AI,489.0,17.0,6.0,62.13
Media,US,ChatGPT,101.0,10.0,5.0,53.84
Retail,US,ChatGPT,524.0,12.0,7.0,59.87
Education,Germany,TensorFlow,1194.0,11.0,3.0,54.38
Healthcare,Brazil,Tableau,2856.0,10.0,4.0,51.45
Finance,Australia,Notion AI,6957.0,6.0,0.0,45.67
Media,Brazil,Salesforce Einstein,5825.0,18.0,10.0,74.43
Retail,Japan,ChatGPT,2111.0,7.0,0.0,44.59
Manufacturing,US,Midjourney,7922.0,12.0,4.0,61.81
Technology,Australia,Midjourney,6160.0,16.0,5.0,72.42
Retail,Brazil,Notion AI,9582.0,11.0,2.0,55.75
Finance,Canada,Midjourney,1261.0,12.0,2.0,56.2
Technology,Brazil,Salesforce Einstein,1189.0,9.0,2.0,53.28
,Australia,ChatGPT,406.0,10.0,6.0,52.3
Retail,Brazil,Tableau,1284.0,9.0,1.0,52.39
Finance,Germany,Tableau,1491.0,9.0,3.0,61.16
Finance,Germany,Tableau,1253.0,8.0,1.0,54.27
Retail,Australia,Salesforce Einstein,539.0,12.0,5.0,51.78
Legal,,Midjourney,13477.0,15.0,0.0,56.88
Legal,Australia,Midjourney,1691.0,9.0,0.0,56.39
Retail,Australia,Jasper,296.0,13.0,3.0,49.32
Education,Canada,TensorFlow,2648.0,10.0,5.0,55.93
Media,Germany,Notion AI,53.0,18.0,4.0,59.52
Retail,Germany,GitHub Copilot,12214.0,13.0,4.0,62.55
Finance,US,TensorFlow,428.0,14.0,3.0,56.89
Retail,Germany,Midjourney,408.0,8.0,0.0,48.11
Education,India,Jasper,694.0,13.0,5.0,56.74
Manufacturing,Japan,Notion AI,1747.0,7.0,2.0,47.03
Media,Brazil,TensorFlow,438.0,11.0,3.0,54.5
Manufacturing,Brazil,TensorFlow,492.0,21.0,0.0,49.98
Technology,Brazil,,686.0,18.0,0.0,54.22
Media,UK,ChatGPT,12523.0,13.0,2.0,66.58
Retail,Germany,Jasper,2210.0,16.0,8.0,71.38
Retail,UK,Jasper,1131.0,8.0,3.0,52.84
Technology,US,GitHub Copilot,7327.0,12.0,5.0,76.32
Retail,Japan,Salesforce Einstein,485.0,17.0,1.0,60.33
Legal,UK,Jasper,222.0,12.0,6.0,55.08
Finance,Canada,GitHub Copilot,6011.0,20.0,1.0,72.15
Education,US,Salesforce Einstein,1198.0,14.0,4.0,48.03
,Germany,Tableau,2013.0,11.0,2.0,57.89
Finance,UK,Notion AI,826.0,16.0,3.0,60.18
Healthcare,Japan,TensorFlow,940.0,10.0,0.0,48.98
Healthcare,Brazil,Tableau,2394.0,19.0,4.0,59.78
Finance,Japan,Midjourney,47.0,11.0,3.0,49.3
Manufacturing,Australia,TensorFlow,590.0,13.0,7.0,63.09
Education,Germany,,535.0,6.0,0.0,42.8
Manufacturing,Australia,Notion AI,1308.0,12.0,5.0,53.82
Technology,UK,Salesforce Einstein,187.0,7.0,3.0,44.01
Manufacturing,Canada,,2149.0,10.0,3.0,48.46
Legal,UK,Jasper,1214.0,11.0,0.0,44.02
Media,Australia,ChatGPT,1701.0,12.0,0.0,62.8
Healthcare,UK,TensorFlow,245.0,11.0,3.0,52.73
Legal,Japan,Notion AI,584.0,15.0,5.0,53.79
Manufacturing,India,Tableau,743.0,8.0,9.0,55.58
Finance,Japan,Jasper,1682.0,15.0,0.0,54.7
Healthcare,US,Jasper,453.0,12.0,6.0,64.86
Retail,India,GitHub Copilot,2794.0,16.0,0.0,62.91
Finance,Japan,Jasper,2857.0,10.0,1.0,55.28
Finance,India,ChatGPT,1234.0,7.0,2.0,51.17
Education,Germany,ChatGPT,1222.0,11.0,5.0,58.91
Healthcare,Brazil,Tableau,797.0,10.0,3.0,49.24
Finance,Canada,Salesforce Einstein,3381.0,14.0,0.0,51.09
Retail,US,Notion AI,636.0,12.0,0.0,49.08
Technology,US,ChatGPT,240.0,6.0,3.0,44.44
Manufacturing,India,Midjourney,1779.0,9.0,5.0,58.8
Legal,Canada,ChatGPT,353.0,13.0,1.0,43.97
Retail,India,Midjourney,10285.0,8.0,0.0,57.85
Technology,Australia,Midjourney,1554.0,15.0,2.0,68.04
Media,UK,Tableau,2064.0,17.0,0.0,56.69
Legal,Brazil,Jasper,1739.0,13.0,3.0,56.05
,UK,Jasper,303.0,19.0,6.0,63.33
Finance,Japan,Jasper,352.0,11.0,4.0,52.25
Media,India,Notion AI,821.0,9.0,5.0,61.23
Technology,UK,TensorFlow,837.0,13.0,1.0,56.31
Finance,Brazil,Midjourney,519.0,13.0,7.0,67.63
Finance,UK,Jasper,5150.0,13.0,4.0,65.83
Manufacturing,Australia,Jasper,647.0,12.0,2.0,50.22
Retail,Canada,Salesforce Einstein,449.0,7.0,7.0,57.58
Retail,Germany,GitHub Copilot,3645.0,5.0,0.0,47.85
Retail,Japan,ChatGPT,2257.0,8.0,5.0,60.73
Retail,India,Jasper,212.0,,3.0,50.7
Education,India,TensorFlow,87.0,12.0,4.0,47.45
Legal,Brazil,Salesforce Einstein,989.0,10.0,3.0,56.58
Media,India,TensorFlow,343.0,11.0,0.0,56.76
Retail,Australia,Notion AI,1975.0,8.0,4.0,54.68
Manufacturing,Canada,ChatGPT,1247.0,8.0,6.0,57.94
Finance,Japan,,8093.0,10.0,6.0,65.52
Healthcare,Japan,Notion AI,10412.0,15.0,3.0,60.82
Retail,US,TensorFlow,1361.0,12.0,3.0,57.14
Finance,Japan,Midjourney,1088.0,11.0,1.0,61.03
Finance,US,Midjourney,1911.0,14.0,7.0,65.41
Healthcare,Germany,GitHub Copilot,4039.0,11.0,2.0,64.98
Education,US,GitHub Copilot,288.0,8.0,5.0,52.23
Retail,Germany,Midjourney,283.0,22.0,3.0,64.29
Legal,Brazil,GitHub Copilot,766.0,6.0,6.0,59.78
Retail,Australia,Tableau,1118.0,10.0,0.0,47.9
Legal,Japan,TensorFlow,,3.0,3.0,52.67
Media,UK,Notion AI,3203.0,14.0,3.0,55.39
Healthcare,US,TensorFlow,630.0,13.0,4.0,63.36
Education,India,GitHub Copilot,1367.0,16.0,6.0,62.68
Manufacturing,India,ChatGPT,9052.0,17.0,3.0,61.99
Manufacturing,US,Midjourney,702.0,7.0,2.0,53.5
Education,India,Tableau,523.0,10.0,1.0,48.02
Legal,Australia,Tableau,188.0,16.0,5.0,48.88
Finance,Germany,TensorFlow,1337.0,13.0,1.0,61.94
Retail,Australia,Notion AI,425.0,15.0,3.0,48.72
Media,Germany,GitHub Copilot,1427.0,12.0,0.0,53.95
Healthcare,US,Midjourney,389.0,12.0,4.0,54.79
Education,Australia,Tableau,1654.0,13.0,2.0,53.57
Education,UK,GitHub Copilot,1479.0,11.0,0.0,54.47
Education,UK,ChatGPT,1117.0,19.0,4.0,66.38
Manufacturing,Japan,GitHub Copilot,,18.0,0.0,55.69
Healthcare,,Salesforce Einstein,,13.0,2.0,58.44
Healthcare,Germany,Notion AI,4090.0,7.0,2.0,55.3
Technology,Japan,GitHub Copilot,937.0,10.0,3.0,61.51
Media,India,Salesforce Einstein,778.0,16.0,6.0,62.08
Education,UK,TensorFlow,2514.0,8.0,3.0,59.5
Retail,Germany,Notion AI,3963.0,18.0,0.0,58.04
Legal,Japan,Jasper,565.0,,4.0,54.01
Media,Japan,Midjourney,1636.0,16.0,5.0,73.45
Finance,India,Midjourney,2681.0,11.0,6.0,69.09
Finance,Australia,Jasper,17.0,11.0,1.0,46.28
Retail,US,ChatGPT,131.0,12.0,3.0,49.78
Healthcare,India,Salesforce Einstein,574.0,20.0,3.0,60.96
Education,Japan,ChatGPT,404.0,13.0,2.0,
Education,Brazil,Jasper,1867.0,13.0,4.0,61.2
Finance,Germany,GitHub Copilot,641.0,17.0,5.0,65.75
Finance,Germany,Midjourney,1051.0,13.0,6.0,67.28
Legal,Germany,TensorFlow,3041.0,14.0,7.0,64.14
Retail,Germany,TensorFlow,253.0,12.0,5.0,57.75
Finance,India,Midjourney,12517.0,19.0,0.0,70.71
Media,UK,GitHub Copilot,5462.0,11.0,6.0,60.92
Retail,US,Tableau,387.0,12.0,1.0,46.22
Legal,India,Salesforce Einstein,2847.0,11.0,2.0,48.3
Retail,US,Jasper,2876.0,12.0,3.0,50.82
Healthcare,Brazil,Midjourney,1193.0,14.0,1.0,59.39
Retail,India,Salesforce Einstein,1621.0,13.0,5.0,61.02
Media,UK,ChatGPT,1505.0,11.0,0.0,59.5
Education,Australia,Tableau,667.0,13.0,3.0,
Media,UK,ChatGPT,1215.0,11.0,3.0,
Education,Australia,Tableau,3096.0,17.0,3.0,59.55
Manufacturing,India,Notion AI,726.0,15.0,1.0,47.39
Manufacturing,Germany,GitHub Copilot,204.0,15.0,0.0,45.95
Finance,Australia,TensorFlow,13195.0,16.0,1.0,66.67
Finance,Australia,Midjourney,20721.0,14.0,5.0,72.34
Manufacturing,UK,Salesforce Einstein,375.0,10.0,2.0,52.09
Legal,Germany,Notion AI,425.0,11.0,2.0,49.56
Manufacturing,Japan,GitHub Copilot,1229.0,16.0,0.0,57.63
Retail,US,Jasper,,6.0,2.0,49.98
Healthcare,Australia,Jasper,1012.0,15.0,9.0,58.4
Technology,Germany,GitHub Copilot,4114.0,14.0,2.0,67.79
Media,Germany,Tableau,3325.0,11.0,5.0,65.37
Media,Germany,Jasper,24.0,13.0,0.0,46.88
Retail,UK,Midjourney,237.0,12.0,3.0,54.61
Retail,Canada,Tableau,1031.0,10.0,1.0,44.56
Media,Japan,Tableau,3285.0,9.0,0.0,
Technology,Australia,Midjourney,343.0,12.0,4.0,60.43
Media,Brazil,Midjourney,256.0,11.0,3.0,66.81
Retail,Brazil,Jasper,1692.0,14.0,0.0,46.49
Manufacturing,Brazil,Notion AI,569.0,13.0,3.0,55.41
Technology,India,Tableau,1652.0,13.0,,62.92
Healthcare,Australia,GitHub Copilot,354.0,7.0,0.0,50.35
Technology,India,Jasper,373.0,18.0,4.0,64.3
Finance,US,Midjourney,1950.0,18.0,6.0,67.42
Retail,Canada,ChatGPT,,17.0,1.0,60.98
Healthcare,Canada,Jasper,1688.0,9.0,5.0,53.88
Education,Germany,Notion AI,4254.0,12.0,2.0,55.86
Technology,UK,Midjourney,2440.0,13.0,2.0,65.82
Healthcare,Brazil,Jasper,193.0,10.0,1.0,47.5
Education,UK,GitHub Copilot,699.0,12.0,3.0,60.9
Legal,India,GitHub Copilot,1054.0,7.0,3.0,47.15
Education,Australia,Jasper,,15.0,0.0,57.63
Finance,Australia,Notion AI,330.0,10.0,4.0,54.67
Finance,Canada,Salesforce Einstein,65.0,12.0,1.0,45.7
Retail,Canada,GitHub Copilot,252.0,9.0,2.0,46.76
Finance,US,TensorFlow,19237.0,13.0,4.0,70.1
Finance,Germany,GitHub Copilot,2495.0,13.0,1.0,58.65
Manufacturing,US,Jasper,1897.0,8.0,4.0,52.29
Healthcare,UK,ChatGPT,429.0,10.0,0.0,54.33
Legal,Germany,Notion AI,453.0,7.0,,43.52
Education,Germany,Midjourney,1611.0,12.0,0.0,56.38
Finance,US,ChatGPT,1359.0,8.0,5.0,54.14
Legal,Canada,Notion AI,337.0,19.0,4.0,58.71
Finance,US,,21053.0,11.0,0.0,67.13
Healthcare,Japan,Midjourney,136.0,10.0,4.0,52.69
Manufacturing,Australia,Notion AI,2233.0,12.0,5.0,63.49
Retail,Australia,Jasper,169.0,9.0,3.0,50.49
Education,UK,TensorFlow,322.0,11.0,4.0,51.91
Technology,Australia,GitHub Copilot,1537.0,13.0,3.0,70.66
,Canada,Tableau,1073.0,8.0,4.0,46.83
Media,Germany,TensorFlow,2917.0,10.0,3.0,61.59
Healthcare,Canada,Salesforce Einstein,255.0,11.0,5.0,51.51
Retail,India,ChatGPT,1926.0,12.0,3.0,51.31
Legal,Germany,Salesforce Einstein,1291.0,9.0,4.0,52.25
Legal,,Tableau,320.0,13.0,6.0,49.53
Education,Japan,TensorFlow,965.0,15.0,2.0,53.83
Education,Germany,TensorFlow,23774.0,7.0,4.0,62.98
Technology,Australia,Notion AI,1293.0,8.0,4.0,58.18
Finance,Japan,Tableau,1212.0,7.0,1.0,44.87
Technology,Canada,TensorFlow,298.0,11.0,2.0,55.19
Legal,India,Tableau,371.0,14.0,2.0,43.85
Healthcare,UK,Midjourney,172.0,13.0,2.0,60.15
Education,Germany,ChatGPT,3085.0,8.0,2.0,54.46
Manufacturing,Brazil,Notion AI,419.0,12.0,0.0,49.32
Technology,Germany,Tableau,907.0,14.0,2.0,61.16
Healthcare,UK,Salesforce Einstein,548.0,9.0,0.0,54.35
Technology,Canada,Jasper,2490.0,11.0,10.0,70.75
Legal,UK,ChatGPT,802.0,21.0,2.0,56.31
Technology,Japan,GitHub Copilot,951.0,10.0,5.0,60.14
Healthcare,UK,Notion AI,7211.0,16.0,4.0,69.05
Finance,Australia,Salesforce Einstein,305.0,15.0,3.0,62.5
Technology,Germany,TensorFlow,1136.0,13.0,5.0,61.6
,Germany,ChatGPT,2543.0,10.0,2.0,56.94
Retail,Japan,Salesforce Einstein,2668.0,7.0,3.0,50.2
Manufacturing,Japan,Midjourney,1072.0,10.0,0.0,56.99
Technology,India,Tableau,2388.0,11.0,0.0,58.8
Finance,Australia,Jasper,3069.0,10.0,6.0,66.06
Finance,Japan,Salesforce Einstein,2888.0,9.0,4.0,60.36
Retail,US,TensorFlow,2161.0,14.0,3.0,61.88
Legal,US,Jasper,800.0,10.0,2.0,40.61
Healthcare,US,Midjourney,355.0,8.0,0.0,46.8
Technology,India,,594.0,13.0,7.0,68.14
Media,Canada,Midjourney,258.0,11.0,3.0,61.25
Education,Canada,Salesforce Einstein,1123.0,17.0,7.0,60.93
Media,Canada,,261.0,13.0,6.0,60.53
Legal,UK,ChatGPT,665.0,7.0,3.0,49.75
Healthcare,Germany,Notion AI,234.0,14.0,4.0,54.88
Manufacturing,UK,GitHub Copilot,1610.0,15.0,6.0,61.03
Manufacturing,Australia,Notion AI,531.0,13.0,5.0,58.49
Technology,Germany,ChatGPT,3397.0,13.0,0.0,60.35
Manufacturing,Brazil,Tableau,439.0,12.0,7.0,55.97
Manufacturing,Japan,Jasper,113678.0,7.0,0.0,52.57
Manufacturing,Australia,Salesforce Einstein,44.0,14.0,2.0,48.78
Healthcare,India,TensorFlow,399.0,12.0,1.0,51.32
Legal,Germany,Salesforce Einstein,1828.0,11.0,1.0,54.45
Manufacturing,Germany,Salesforce Einstein,11135.0,15.0,4.0,61.0
Finance,Japan,Notion AI,8462.0,11.0,2.0,60.68
Media,Australia,Notion AI,964.0,9.0,2.0,51.4
Healthcare,UK,Midjourney,187.0,14.0,2.0,54.49
Media,Japan,ChatGPT,3980.0,5.0,0.0,56.04
Manufacturing,Japan,GitHub Copilot,170.0,11.0,5.0,51.86
Finance,Germany,Midjourney,1067.0,13.0,4.0,65.6
Finance,Germany,Jasper,635.0,11.0,3.0,52.66
Education,UK,Notion AI,1103.0,13.0,2.0,54.57
Education,UK,Notion AI,566.0,12.0,5.0,54.3
Media,Japan,Notion AI,2461.0,13.0,2.0,65.24
Technology,US,GitHub Copilot,3763.0,9.0,3.0,68.98
Education,,Jasper,1856.0,19.0,4.0,59.34
Manufacturing,Japan,GitHub Copilot,4858.0,12.0,0.0,62.6
Legal,India,Salesforce Einstein,4739.0,14.0,1.0,57.65
Legal,India,Jasper,464.0,13.0,4.0,50.59
Healthcare,UK,Midjourney,320.0,9.0,5.0,62.21
Education,Japan,Salesforce Einstein,1778.0,9.0,4.0,55.42
Healthcare,US,Midjourney,3390.0,13.0,3.0,66.23
Technology,Canada,Notion AI,632.0,11.0,7.0,60.4
Education,Australia,Jasper,653.0,13.0,3.0,52.0
Finance,Brazil,Notion AI,1052.0,13.0,3.0,51.86
Manufacturing,Australia,Midjourney,294.0,9.0,1.0,49.79
Manufacturing,UK,Jasper,4437.0,7.0,0.0,51.38
Technology,UK,Salesforce Einstein,3445.0,11.0,2.0,67.3
Manufacturing,Germany,Midjourney,2376.0,8.0,4.0,61.6
Manufacturing,Germany,TensorFlow,3377.0,10.0,1.0,47.94
Education,Japan,GitHub Copilot,76.0,8.0,3.0,46.85
Healthcare,UK,Midjourney,1544.0,14.0,7.0,67.15
Media,UK,GitHub Copilot,1391.0,13.0,,61.14
Manufacturing,Japan,Tableau,2591.0,8.0,,58.28
Technology,India,Salesforce Einstein,530.0,12.0,2.0,55.44
Education,India,Jasper,1569.0,14.0,2.0,48.42
Legal,Canada,Salesforce Einstein,1601.0,8.0,0.0,37.53
Technology,UK,Notion AI,86.0,11.0,4.0,57.87
Manufacturing,Canada,Jasper,583.0,13.0,0.0,49.89
Education,US,ChatGPT,7209.0,8.0,2.0,53.76
Retail,Canada,Midjourney,1912.0,12.0,6.0,63.43
Education,Germany,Salesforce Einstein,2000.0,9.0,1.0,50.35
Manufacturing,Japan,GitHub Copilot,2143.0,13.0,0.0,53.95
Healthcare,Japan,Salesforce Einstein,2467.0,14.0,0.0,52.54
Technology,UK,Salesforce Einstein,13538.0,11.0,2.0,62.0
Legal,India,GitHub Copilot,,7.0,1.0,47.65
Healthcare,Canada,Notion AI,6408.0,14.0,2.0,59.98
Legal,Japan,,879.0,9.0,1.0,44.22
Finance,India,Tableau,577.0,16.0,1.0,57.56
Healthcare,Canada,ChatGPT,285.0,9.0,2.0,52.23
Education,,GitHub Copilot,1741.0,12.0,4.0,65.27
Media,Germany,ChatGPT,1501.0,8.0,2.0,52.33
Manufacturing,US,ChatGPT,1048.0,11.0,3.0,54.55
Legal,Australia,Salesforce Einstein,567.0,8.0,5.0,49.24
Finance,Japan,Midjourney,454.0,4.0,0.0,48.63
Manufacturing,Japan,Jasper,651.0,16.0,5.0,49.26
Technology,Canada,Tableau,8218.0,13.0,3.0,60.81
Manufacturing,Canada,Salesforce Einstein,61.0,6.0,0.0,38.29
Manufacturing,Germany,,1001.0,11.0,2.0,45.9
Education,US,ChatGPT,876.0,12.0,0.0,53.58
Legal,US,Midjourney,793.0,13.0,5.0,60.93
Retail,UK,Notion AI,1373.0,15.0,2.0,60.09
Retail,India,TensorFlow,8789.0,12.0,3.0,63.38
Education,Australia,Notion AI,2658.0,8.0,4.0,60.04
Retail,Canada,Midjourney,1094.0,10.0,4.0,59.96
Education,UK,Midjourney,3908.0,13.0,0.0,59.64
Education,Japan,Salesforce Einstein,267.0,15.0,0.0,52.48
Media,US,Tableau,1946.0,7.0,5.0,53.32
Finance,India,Midjourney,304.0,6.0,5.0,55.32
Finance,Canada,Jasper,480.0,9.0,11.0,63.45
Healthcare,Japan,Jasper,4814.0,15.0,9.0,71.67
Retail,Australia,TensorFlow,4776.0,19.0,6.0,67.4
Media,India,ChatGPT,,17.0,4.0,73.38
Legal,UK,Notion AI,859.0,15.0,0.0,50.96
Finance,Canada,Notion AI,5362.0,12.0,4.0,59.54
Education,UK,Salesforce Einstein,365.0,11.0,0.0,42.19
Healthcare,Australia,Midjourney,527.0,13.0,0.0,51.25
Technology,Japan,Jasper,348.0,13.0,4.0,57.71
Retail,UK,Midjourney,306.0,11.0,0.0,50.89
Media,Japan,ChatGPT,396.0,18.0,9.0,68.17
Healthcare,Japan,Notion AI,2877.0,9.0,2.0,61.57
Education,UK,Notion AI,849.0,9.0,4.0,54.67
Retail,India,Notion AI,2995.0,14.0,2.0,60.96
Media,Brazil,TensorFlow,2120.0,12.0,4.0,
Education,Canada,Midjourney,1534.0,11.0,3.0,59.55
,Japan,Jasper,3425.0,15.0,4.0,61.95
Healthcare,US,GitHub Copilot,3818.0,11.0,3.0,64.02
Legal,Canada,TensorFlow,445.0,9.0,5.0,51.6
Technology,Australia,GitHub Copilot,576.0,10.0,6.0,67.54
Education,,Jasper,639.0,12.0,3.0,57.1
Manufacturing,Canada,Notion AI,120.0,13.0,2.0,
Technology,UK,TensorFlow,14501.0,7.0,3.0,71.46
Retail,Germany,GitHub Copilot,1476.0,13.0,3.0,57.9
Education,Canada,TensorFlow,1421.0,13.0,5.0,55.25
Legal,Australia,Jasper,2170.0,11.0,4.0,57.67
Technology,UK,Tableau,8799.0,16.0,6.0,63.79
Technology,UK,ChatGPT,498.0,11.0,2.0,61.21
Healthcare,Canada,Tableau,572.0,9.0,0.0,47.91
Legal,Brazil,Notion AI,18426.0,17.0,6.0,66.65
Healthcare,Germany,Jasper,737.0,11.0,0.0,53.37
Legal,Canada,GitHub Copilot,523.0,8.0,2.0,45.64
Finance,US,TensorFlow,613.0,14.0,4.0,60.57
Media,Canada,Tableau,413.0,10.0,5.0,45.83
Technology,US,ChatGPT,925.0,11.0,3.0,58.88
Finance,Japan,Tableau,377.0,12.0,1.0,54.88
Education,Germany,ChatGPT,2799.0,10.0,0.0,54.1
Retail,Australia,Salesforce Einstein,1468.0,10.0,2.0,54.13
Legal,US,Notion AI,8136.0,6.0,5.0,53.31
Manufacturing,Australia,TensorFlow,2257.0,10.0,3.0,49.77
Manufacturing,UK,Midjourney,267.0,8.0,0.0,51.04
Media,US,Notion AI,4557.0,9.0,0.0,49.2
Manufacturing,Australia,GitHub Copilot,13354.0,12.0,4.0,63.07
Manufacturing,India,Salesforce Einstein,1950.0,13.0,0.0,43.89
Healthcare,US,Tableau,3054.0,14.0,4.0,60.1
Retail,Australia,Tableau,1488.0,13.0,5.0,55.17
Healthcare,Australia,ChatGPT,3113.0,13.0,1.0,60.58
Education,Australia,GitHub Copilot,2672.0,5.0,5.0,60.47
Healthcare,Japan,Salesforce Einstein,3677.0,10.0,3.0,56.66
Legal,UK,Midjourney,751.0,17.0,0.0,59.25
Finance,Brazil,GitHub Copilot,526.0,11.0,2.0,58.37
Education,Canada,Salesforce Einstein,432.0,14.0,4.0,58.26
Technology,Germany,Salesforce Einstein,216.0,13.0,4.0,59.29
Healthcare,US,Midjourney,1684.0,11.0,2.0,60.59
Finance,UK,TensorFlow,943.0,18.0,1.0,60.59
Healthcare,Australia,Notion AI,3228.0,12.0,5.0,63.45
Manufacturing,US,Midjourney,627.0,12.0,3.0,48.4
Legal,Japan,Tableau,1406.0,21.0,2.0,55.13
Retail,India,Tableau,2725.0,14.0,3.0,54.55
Healthcare,India,Notion AI,1002.0,12.0,5.0,51.24
Manufacturing,US,Notion AI,362.0,,3.0,51.52
